周边ID,中文简记,正式商品名,厂商/渠道,清理判定,判定理由,处理动作,清理前图片状态,清理前本地图,清理前Fallback,图片来源说明,图片来源URL,图片类型
KR-MER-0810,Ani-kuji A4 Tapestry C-12,鬼龍紅郎 A4タペストリー 「アニくじ あんさんぶるスターズ!」 C-12賞,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/873011302.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/873011302.jpg.webp,档案单品原图
KR-MER-0811,Wonderland Acrylic Keyholder Ver.B,鬼龍紅郎 「あんさんぶるスターズ! アクリルキーホルダーコレクション ワンダーランドシリーズ Ver.B」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508054763.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508054763.jpg.webp,档案单品原图
KR-MER-0812,Acrylic Name Keyholder Collection A,鬼龍紅郎 「あんさんぶるスターズ! アクリルネームキーホルダーコレクションA」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508213972.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508213972.jpg.webp,档案单品原图
KR-MER-0813,AGF2016 Star Character Badge,鬼龍紅郎 「あんさんぶるスターズ! AGF記念スターキャラバッジコレクション」 アニメイトガールズフェスティバル2016グッズ,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0813.webp,https://static.mercdn.net/item/detail/orig/photos/m38679510639_1.jpg?1710667232,Mercari鬼龍紅郎4点精确实物＋同AGF商品形状直证＋駿河屋角色档案,https://static.mercdn.net/item/detail/orig/photos/m38679510639_1.jpg?1710667232,精确同角色套装实物・跨角色同商品形状映射裁切
KR-MER-0814,Welcome to Festa A4 Clear File B,鬼龍紅郎 「あんさんぶるスターズ! Welcome to Festa A4クリアファイルコレクションB」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0814.jpg,,駿河屋鬼龍紅郎精确单品档案图,https://cdn.suruga-ya.jp/database/pics_webp/game/994104563.jpg.webp,精确角色单品档案原图
KR-MER-0816,Stargazer Solo Shot Poster Kuro,撮り下ろしポスター(solo shot ver.) 鬼龍紅郎 「あんさんぶるスターズ! DREAM LIVE -5th Tour “Stargazer”-」,ムービック,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0816.webp,https://static.mercdn.net/item/detail/orig/photos/m16195400852_1.jpg?1734279661,Mercari鬼龍紅郎5th solo shot精确单品实物＋駿河屋系列索引,https://static.mercdn.net/item/detail/orig/photos/m16195400852_1.jpg?1734279661,精确二手角色单品实物图
KR-MER-0817,Mini Poster Bromide 1st Anniversary Normal,31.鬼龍紅郎 「あんさんぶるスターズ! ミニポスターコレクション(ブロマイド) ～1st Anniversary～」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892015761.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892015761.jpg.webp,档案单品原图
KR-MER-0818,KyuVic Plate Keychain 10th,鬼龍紅郎 「あんさんぶるスターズ! 球Vic プレートキーチェーン 第10弾」,ムービック,非官图已撤,非官方图片来源：img.lashinbang.com,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0818.webp,https://img.lashinbang.com/326/203510440326_L.jpg,らしんばん角色单品sample图＋駿河屋全19種阵容强证,https://img.lashinbang.com/326/203510440326_L.jpg,二级店铺角色sample图
KR-MER-0819,Crossroad Character Badge Before Bloom,鬼龍紅郎(才能開花前) 「あんさんぶるスターズ! キャラバッジコレクション 追憶*それぞれのクロスロード」,ムービック,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0819.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/product/detail/871584783,封口主图
KR-MER-0820,Slim Tapestry Kuro,鬼龍紅郎 スリムタペストリー 「あんさんぶるスターズ!」,ブロッコリー,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/873012103.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/873012103.jpg.webp,档案单品原图
KR-MER-0821,Ani-Art Sticker vol.2 Kuro,鬼龍紅郎 Ani-Art ステッカー vol.2 「あんさんぶるスターズ!」,アルマビアンカ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0821.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/859044903.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/859044903.jpg.webp,档案单品原图
KR-MER-0822,Ani-Art Badge Ver.A,鬼龍紅郎 「あんさんぶるスターズ! トレーディング Ani-Art 缶バッジ Ver.A」,アルマビアンカ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871695251.jpg.webp,駿河屋角色单品档案原图＋AMNIBUS公式,https://cdn.suruga-ya.jp/database/pics_webp/game/871695251.jpg.webp,档案单品原图
KR-MER-0823,Ani-Art Acrylic Keyholder Ver.A,鬼龍紅郎 「あんさんぶるスターズ! トレーディング Ani-Art アクリルキーホルダー Ver.A」,アルマビアンカ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608863450.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608863450.jpg.webp,档案单品原图
KR-MER-0824,Anniversary Rock Pick Charm,鬼龍紅郎 Anniversary Rock ピックチャーム 「あんさんぶるスターズ!!」,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508463086.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508463086.jpg.webp,档案单品原图
KR-MER-0826,ES 6th Anniversary Postcard Kuro,鬼龍紅郎 ES 6th Anniversary ポストカード 「あんさんぶるスターズ!!」,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892539239.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892539239.jpg.webp,档案单品原图
KR-MER-0827,Mini Character Badge Collection D,鬼龍紅郎 「あんさんぶるスターズ! ミニキャラバッジコレクション D」,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871670846.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871670846.jpg.webp,档案单品原图
KR-MER-0829,Life-size Cloth Poster Kuro,等身大布ポスター 鬼龍紅郎 「あんさんぶるスターズ!」 アニメイトオンライン限定,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608958897.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608958897.jpg.webp,档案单品原图
KR-MER-0832,DREAM LIVE 8th Badge Praesepe B,鬼龍紅郎(紅月) 「あんさんぶるスターズ!! DREAM LIVE -8th Tour “Praesepe #Cancer”- 缶バッジコレクション ver.Praesepe/B」,DREAM LIVE公式流通,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871312735.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871312735.jpg.webp,档案单品原图
KR-MER-0833,DREAM LIVE 8th A4 Clear File Praesepe,鬼龍紅郎(紅月) A4クリアファイル ver.Praesepe 「あんさんぶるスターズ!! DREAM LIVE -8th Tour “Praesepe #Cancer”-」,DREAM LIVE公式流通,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/994136877.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/994136877.jpg.webp,档案单品原图
KR-MER-0834,DREAM LIVE 8th Penlight Tube Praesepe,鬼龍紅郎(紅月) ペンライトチューブ ver.Praesepe 「あんさんぶるスターズ!! DREAM LIVE -8th Tour “Praesepe #Cancer”-」,DREAM LIVE公式流通,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/560235858.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/560235858.jpg.webp,档案单品原图
KR-MER-0836,HAPPY NEW TERM Rectangular Badge 2020,鬼龍紅郎 HAPPY NEW TERM!! まるかくカンバッジ2020 「あんさんぶるスターズ!!」 エンスカイショップ限定,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871105534.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871105534.jpg.webp,档案单品原图
KR-MER-0837,PUKU RAME ACKY Dbox Kuro,鬼龍紅郎 「あんさんぶるスターズ!! PUKU RAME ACKY -ぷくラメアクキー- Dbox」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508592471.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508592471.jpg.webp,档案单品原图
KR-MER-0838,Lumiere Penlight A Box Kuro,鬼龍紅郎 「あんさんぶるスターズ!! ルミエルペンライトAbox」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508042817.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508042817.jpg.webp,档案单品原图
KR-MER-0839,Soft Clear Strap L Collections 2 Third Years,鬼龍紅郎 「あんさんぶるスターズ! やわらかクリアストラップLコレクションズ2：3年生!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0839.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/608361914.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608361914.jpg.webp,档案单品原图
KR-MER-0840,Soft Clear Strap L Collections Third Years Initial,鬼龍紅郎 「あんさんぶるスターズ! やわらかクリアストラップLコレクションズ/3年生!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0840.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/608377328.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608377328.jpg.webp,档案单品原图
KR-MER-0841,Candy Acrylic Keyholder A Flashback,鬼龍紅郎 「あんさんぶるスターズ! キャンディアクリルキーホルダー A～追憶～」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608558162.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608558162.jpg.webp,档案单品原图
KR-MER-0842,Valentine Rectangular Badge 2017,31.鬼龍紅郎 バレンタインまるかくカンバッジ2017Ver. 「あんさんぶるスターズ!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0842.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871291792.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871291792.jpg.webp,档案单品原图
KR-MER-0843,Valentine Rectangular Badge 2018,10.鬼龍紅郎 バレンタインまるかくカンバッジ2018Ver. 「あんさんぶるスターズ!」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0843.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871124247.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871124247.jpg.webp,档案单品原图
KR-MER-0844,Valentine Heart Badge 3rd Anniversary Bonus,鬼龍紅郎 「あんさんぶるスターズ! バレンタインハートカンバッジ 3rd Anniversary グループB」 バレンタインまるかくカンバッジ2019Ver.購入特典,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871653924.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871653924.jpg.webp,档案单品原图
KR-MER-0845,Long Can Badge Collection 9 Kuro,鬼龍紅郎 「あんさんぶるスターズ! ロングカンバッジコレクション9」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0845.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/871633882.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871633882.jpg.webp,档案单品原图
KR-MER-0846,Glitter Glitter Acrylic Keyholder Cbox,鬼龍紅郎 「あんさんぶるスターズ! ラメラメアクリルキーホルダー Cbox」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608862145.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608862145.jpg.webp,档案单品原图
KR-MER-0847,PikaPika Gold Acrylic Keyholder Dbox,鬼龍紅郎 「あんさんぶるスターズ! ピカピカゴールドアクリルキーホルダー Dbox」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608709496.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608709496.jpg.webp,档案单品原图
KR-MER-0848,10 Years of Miracles Glitter Acrylic Stand,鬼龍紅郎 ラメアクリルスタンド 「あんさんぶるスターズ!! POP-UP SHOP -10年のキセキ-」,エンスカイ,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0848.webp,https://static.mercdn.net/item/detail/orig/photos/m19701624267_1.jpg?1762174185,Mercari鬼龍紅郎10年のキセキラメアクスタ精确实物＋駿河屋/Ensky交叉,https://static.mercdn.net/item/detail/orig/photos/m19701624267_1.jpg?1762174185,精确二手角色单品实物图
KR-MER-0850,TGC 2020 Trading Acrylic Stand B,鬼龍紅郎 東京ガールズコレクション2020 SPRING/SUMMER トレーディングアクリルスタンドB 「あんさんぶるスターズ!」 東急ハンズ限定,アートプレスト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508079464.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508079464.jpg.webp,档案单品原图
